,revmodid,revmodcode,organization,english_translation,popular_alternative_name_or_acronym_most_recent,born,died,dead,age,duration,outcome_goal,adversary,achieve,partialsuccess,completesuccess,orderedsuccess,polcommand,nopolorgplus01,polorgplus,leader_s,leadershipdecapitation,killed,arrested,executed,separate,overthrow_takeover,empire,counterrev,reform,eliminate_expel,nsd,islamist,leftist,right,anarchist,identity_group_representation,excludedconstituentsatinception,size_year_one,size_peak,hegemonic,unifiedfront,area_of_operation,adversary.1,violent,nv,mixedapproach,as,ks,lethal,demonl,demonc,turnedviolent,ties,tiefights,sponsors,sponsorfights,west,latinamerica,mideastnafrica,africa,centraleurasia,southasia,seasia,eastasia,state,polity_year_one,polity_peak,dem_year_one,dem,autocracy,gdp_year_one,gdp,transition_to_democratic_party_politics,transitioned_from_organized_crime_to_resistance,transitioned_to_organized_crime,drugtrade,terrorism,foughtincivilwar,enteredpostcoldwar,lost_state_sponsorship,safe_haven,participates_in_negotiations,sas,sa,splinter_organization,ethnic,religious_sectarian,national,ideological,apocalyptic,fights_foreign_force
237,239,239IE,Hurras al-Araz/Lebanese Renewal Party/Broad Front for Liberation and Change,Guardians of the Cedars,,1972,2000,1,28.0,25,EXPEL FOREIGNERS AND ESTABLISH SECULAR AND DEMOCRATIC LEBANON,"PALESTINIANS, PSP, SSNP, HEZBOLLAH",0,0,0,0,4,1,0,ETIENNE SAQR (AKA ABU ARZ),0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,Pro-Democracy Lebanese,0.0,500.0,6000.0,0,0,LEBANON,Palestinians; PSP; SSNP; Hezbollah; Syria,1,0,0,200,200,1.0,0.0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,1.0,0,0,0.0,0,1,1,1.0,0,0,0,0,0,0,0,1,0,0,1
238,240,240IF,Iraqi Mujahedin,Iraqi Holy Warriors,,1980,1983,1,3.0,3,ESTABLISH ISLAMIST STATE IN IRAQ,"IRAQ, FRANCE",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Islamist Iraqis,1.0,10.0,10.0,0,0,"LEBANON, IRAQ, PAKISTAN, ITALY",Iraq; France,1,0,0,9,24,2.666667,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,3912.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1
239,241,241IG,Tayyar al-Mustaqbal,The Future Movement,,2007,0,0,7.0,0,PRESERVE LEBANON'S INDEPENDENCE AND DEMOCRACY,"HEZBOLLAH, AMAL, SBO, SSNP",12,1,0,1,16,0,1,SA'AD HARIRI,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,Sunni Lebanese,0.0,1000000.0,1000000.0,1,1,LEBANON,Hezbollah; Amal; SBO; SSNP,0,0,1,3,2,0.6666667,0.0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0
240,242,242IH,al-Dawriat al-Jihadiat al-'Iraqiyya,Iraq's Jihadi Leagues,,2008,2009,1,1.0,1,ESTABLISH ISLAMIST STATE IN IRAQ,IRAQ,0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Mujahedin,1.0,10.0,10.0,0,0,IRAQ,Iraq,1,0,0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,12,0,0.0,1.0,,4472.0,0.0,0,0,0.0,1,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0
241,243,243II,Taliban/Da Afghanistan Islami Amarat,Islamic Emirate of Afghanistan,Taliban,1991,0,0,23.0,23,REPLACE REGIME IN AFGHANISTAN WITH SHARI'A STATE/MAINTAIN SHARI'A STATE,"NORTHERN ALLIANCE/KARZAI GOVT, NATO",6,0,0,0,4,1,0,"MULLAH MOHAMMED OMAR, MULLAH AKHTAR MOHAMMAD MANSOUR",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Pashtuns,1.0,45.0,45000.0,1,1,AFGHANISTAN,Northern Alliance/Karzai Govt; NATO,0,0,1,2542,5572,2.191975,0.0,0,0,21,1,3,1,0,0,0,0,1,0,0,0,1,2.0,20,0,1.0,0.0,,47153.0,0.0,0,1,1.0,1,1,1,1.0,1,0,755,1,0,0,1,0,0,0,1
242,244,244IJ,Global Intifada,Global Intifada,,2002,2009,1,7.0,7,OVERTHROW THE CAPITALIST SYSTEM,"THE SYSTEM, SWEDEN",0,0,0,0,0,1,0,LEADERLESS,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communists,1.0,10.0,10.0,0,0,SWEDEN,the system; Sweden,1,0,0,3,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,52731.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
243,245,245IK,Kata'eb al-Imam al-Hussein,Imam Hussein Brigades,,2005,2006,1,1.0,1,ESTABLISH REVOLUTIONARY-SHI'A STATE IN IRAQ,"IRAQ, U.S., UK, ROMANIA, ITALY, INDIA, IRAQI NATIONAL CONGRESS",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Shi'a Islamists,1.0,10.0,10.0,0,0,IRAQ,Iraq; U.S.; UK; Romania; Italy; India; Iraqi National Congress,1,0,0,3,1,0.3333333,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.0,6,0,0.0,1.0,,1585.0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,1,0,0,1,1
244,246,246IL,Jund al-Khalifa,Soldiers of the Caliphate,,2011,2012,1,1.0,1,ESTABLISH ISLAMIST STATE IN CENTRAL ASIA,"KAZAKHSTAN, THE WEST",0,0,0,0,0,1,0,GOURI ABDELMALEK,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamists,1.0,10.0,10.0,0,0,"CENTRAL ASIA, PAKISTAN",Kazakhstan; the West,1,0,0,3,1,0.3333333,0.0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,4.0,4,0,0.0,1.0,,9132.0,0.0,0,1,0.0,0,0,1,0.0,0,0,3,1,0,0,1,0,0,0,0
245,247,247IM,Anarchist Faction for Subversion,Anarchist Faction for Subversion,,1998,2000,1,2.0,2,TOPPLE THE INTERNATIONAL SYSTEM,"THE SYSTEM, GREECE",0,0,0,0,2,1,0,LEADERLESS,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,Anarchist,1.0,10.0,10.0,0,0,GREECE,the system; Greece,1,0,0,4,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,12239.0,0.0,0,1,1.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
246,248,248IN,Kata'eb,Lebanese Phalange,,1936,0,0,78.0,30,INSTITUTE FALANGIST RULE IN LEBANON; ESTABLISH CHRISTIAN LEBANON; INSTITUTE DEMOCRATIC LEBANON; PRESERVE DEMOCRATIC LEBANON,"SYRIA, HEZBOLLAH, AMAL, SBO, SSNP, DASHNAK",10,1,0,1,16,0,1,"PIERRE GEMAYEL, BASHIR GEMAYEL, AMIN GEMAYEL, SAMY GEMAYEL",1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,Maronite Lebanese,0.0,300.0,65000.0,1,0,LEBANON,Syria; Hezbollah; Amal; SBO; SSNP; Dashnak,1,0,0,5,27,5.4,0.0,0,0,5,1,3,1,0,0,1,0,0,0,0,0,1,0.0,1,0,0.0,1.0,,2893.0,1.0,0,0,0.0,0,1,1,1.0,0,0,0,0,0,0,1,0,0,0,0
247,249,249IO,Yad Aswada,Black Hand,,1983,1983,1,0.1,0,ELIMINATE WESTERN INFLUENCE IN LEBANON,"FRANCE, U.S.",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,Anti-Western Lebanese,1.0,10.0,10.0,0,0,LEBANON,France; U.S.,1,0,0,2,19,9.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18.0,18,1,1.0,0.0,,9830.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
248,250,250IP,Karwan-e Naimatullah,Convoy of Niamatullah,,2008,2009,1,1.0,1,ESTABLISH SHARI'A IN PAKISTAN,PAKISTAN,0,0,0,0,0,1,0,HAJI NAIMATULLAH,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Islamist Pakistanis,1.0,3000.0,3000.0,0,0,"PAKISTAN, AFGHANISTAN",Pakistan,1,0,0,2,22,11.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.0,15,0,0.0,1.0,,979.0,0.0,0,0,0.0,0,0,1,0.0,0,0,2,1,0,0,1,0,0,0,0
249,251,251IQ,anti-Moi movement [bloc: various ethnic-based parties; Gikuyu-Embu-Meru Association (GEMA); Green Belt Movement],anti-Moi movement [bloc: various ethnic-based parties; Gikuyu-Embu-Meru Association (GEMA); Green Belt Movement],,1987,1989,1,2.0,2,OUST MOI FROM POWER,KENYA,0,0,0,0,2,1,0,AUGUSTINO LYATONGA MREMA,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Anti-Moi Kenyans,1.0,5000.0,5000.0,1,0,KENYA,Kenya,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,3,0,0.0,1.0,,365.0,0.0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
250,252,252IR,National Construction for Reconstruction and Reform (NCCR)/Tanzanian pro-democracy movement [bloc: Civic United Front (CUF); Chama Cha Demokrasia na Maendeleo (CHADEMA); Union for Multiparty Democracy (UMD); NCCR-Mageuzi; National Leagur for Democracy (NLD); Tanzania People's Party (TPP); United People's Democratic Party (UPDP); National Reconstruction Alliance (NRA); Popular National Party (PONA); Tanzania Democratic Alliance Party (TADEA); Tanzania Labour Party (TLP); United Democratic Party (UDP)],,NCCR,1992,1995,1,3.0,3,INSTITUTE MULTI-PARTY SYSTEM,TANZANIA,0,0,0,0,4,1,0,COMMITTEE,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Tanzanians,1.0,5000.0,5000.0,0,0,TANZANIA,Tanzania,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,5,0,0.0,1.0,,181.0,1.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
251,253,253IS,Iraqi Kurdistan National Union (IKNU),Iraqi Kurdistan National Union (IKNU),IKNU,1987,1987,1,0.3,0,EXPEL WESTERNERS FROM KURDISTAN,ITALIANS,0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,Kurds,1.0,10.0,10.0,0,0,IRAQ,Italians,1,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1
252,254,254IT,Liwa al-Majd al-Islami fi Ard al-Nayl,Islamic Glory Brigade in the Land of the Nile,,2005,2005,1,0.5,0,ESTABLISH ISLAMIST STATE IN EGYPT,"EGYPT, SECULAR-ARAB STATES, THE WEST",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Egyptians,1.0,10.0,10.0,0,0,EGYPT,Egypt; secular-Arab states; the West,1,0,0,2,4,2.0,0.0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,7.0,7,0,0.0,1.0,,1209.0,0.0,0,0,0.0,1,0,1,0.0,0,0,2,1,0,0,1,0,0,0,0
253,255,255IU,Majmua'at ash-Shahid Abu Ja'afar,Martyr Abu Ja'afar Group,,1980,1982,1,2.0,2,END SUNNI DOMINANCE IN THE MIDDLE EAST AND REPLACE IT WITH A SHI'A EMPIRE,"IRAQ, SAUDI ARABIA",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Shi'a,1.0,10.0,10.0,0,0,"LEBANON, IRAQ ",Iraq; Saudi Arabia,1,0,0,2,76,38.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,0.0,1.0,,2951.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1
254,256,256IV,al-Qada' ala ash-Shari,The Eradication of Evil,,1982,1982,1,0.1,0,REPLACE LEBANESE GOVERNMENT,LEBANON,0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Lebanese,1.0,10.0,10.0,0,0,LEBANON,Lebanon,1,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15.0,15,0,0.0,1.0,,3134.0,0.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,1,0,1,0
255,257,257IW,ash-Sha'ab al-Musalah,Armed People,,1980,1982,1,2.0,2,END CHRISTIAN DOMINANCE IN LEBANON,"LEBANESE CHRISTIANS, IRAN",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,Sunni Lebanese,1.0,10.0,10.0,0,0,LEBANON,Lebanese Christians; Iran,1,0,0,2,1,0.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,1500.0,0.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,1,0,0,0,1
256,258,258IX,Palestinian Black Panther Group,Palestinian Black Panther Group,,1986,1995,1,9.0,9,ELIMINATE ISRAELI COLLABORATORS,COLLABORATING PALESTINIANS,12,1,0,1,4,0,1,USAMA QMEIL,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,Palestinians,1.0,10.0,10.0,0,0,"LEBANON, ISRAEL, DISPUTED TERRITORIES",collaborating Palestinians,1,0,0,109,90,0.8256881,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,0.0,1,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0
257,259,259IY,Shabaab Ali,Youth of Ali,,1986,1986,1,0.1,0,INSTIGATE SHI'A REVOLUTION IN LEBANON,ANTI-SYRIAN/IRANIAN LEBANESE,0,0,0,0,0,1,0,ABBAS AL-MUSAWI,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Shi'a Lebanese,1.0,10.0,10.0,0,0,LEBANON,anti-Syrian/Iranian Lebanese,1,0,0,2,1,0.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
258,260,260IZ,Kita'ebat Shuhada Trablous,Tripoli Martyrs Battalion,,1989,1989,1,0.1,0,EXPEL SYRIAN FORCES FROM LEBANON,SYRIA,0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,Anti-Syrian Lebanese,1.0,10.0,10.0,0,0,LEBANON,Syria,1,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,999.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
259,261,261JA,Munazzamat al-Tahrir al-Islami (MTI),Islamic Liberation Organization,MTI,1974,1986,1,12.0,12,REESTABLISH THE ISLAMIC CALIPHATE,"LEBANON, EGYPT, SECULAR-ARAB STATES, U.S., THE WEST, ISRAEL, U.S.S.R., COMMUNISTS",0,0,0,0,0,1,0,LEADERLESS,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Mujahedin,1.0,150.0,150.0,0,0,"LEBANON, EGYPT",Lebanon; Egypt; secular-Arab states; U.S.; the West; Israel; U.S.S.R.; communists,1,0,0,2,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.0,15,0,0.0,1.0,,3101.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1
260,262,262JB,Revolutionary Action Organization of the Arab Resistance Front (RAOARF),Revolutionary Action Organization of the Arab Resistance Front (RAOARF),,1990,1990,1,0.4,0,REGAIN BODY OF SULEIMAN AL-HALABI FROM FRANCE; DETER IMMIGRATION OF JEWS FROM U.S.S.R. TO ISRAEL,"JEWS, POLAND, ROMANIA, FRANCE",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,Anti-Zionists,1.0,10.0,10.0,0,0,LEBANON,Jews; Poland; Romania; France,1,0,0,2,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
261,263,263JC,Janud al-Haqiqa,Soldiers of Truth,,1988,1989,1,1.0,1,ELIMINATE SAUDI AND WESTERN INFLUENCE IN LEBANON,"SAUDI ARABIA, JEWS, BELGIUM/THE WEST",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,Anti-Saudi/Western Lebanese,0.0,10.0,10.0,0,0,"LEBANON, BELGIUM, PAKISTAN, THAILAND, DENMARK",Saudi Arabia; Jews; Belgium/the West,1,0,0,7,5,0.7142857,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,1.0,,6086.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
262,264,264JD,Lebanese Secret Army,Lebanese Secret Army,,1987,1987,1,0.5,0,EXPEL PALESTINIANS FROM LEBANON,PRO-PALESTINIAN LEBANESE/GOV'T OFFICIALS,0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,Anti-Palestinian Lebanese,0.0,10.0,10.0,0,0,LEBANON ,pro-Palestinian Lebanese/gov't officials,1,0,0,2,1,0.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
263,265,265JE,Kata'eb al-Jihad al-Islami,Islamic Jihad Brigades,,2004,2005,1,1.0,1,ESTABLISH ISLAMIST STATE IN IRAQ,"IRAQ, U.S.",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Mujahedin,1.0,10.0,10.0,0,0,IRAQ,Iraq; U.S.,1,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,44695.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,1
264,266,266JF,al-Moutammar al-Watani al-'Iraqi,Iraqi National Congress,INC,1992,0,0,22.0,22,ESTABLISH LIBERAL-DEMOCRATIC IRAQ,SADDAM'S IRAQ,2,0,0,0,16,0,1,AHMED CHALABI,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Iraqis,1.0,1000.0,10000.0,0,0,IRAQ ,Saddam's Iraq,0,0,1,2,0,0.0,0.0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,1063.0,1.0,0,0,0.0,1,0,1,1.0,1,0,0,0,0,0,0,0,1,0,0
265,267,267JG,Ansar-ul Islam,Supporters of Islam,,2004,0,0,10.0,10,TAKE OVER AFRIDI TRIBE; RESIST TEHRIK-E TALIBAN DOMINANCE,"LASHKAR-E ISLAM, TEHRIK-E TALIBAN",2,0,0,0,2,1,0,"PIR SAIF UR-RAHMAN, QAZI MEHBOOB UL-HAQ",0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,Afridi tribe,0.0,1000.0,2000.0,0,0,PAKISTAN,Lashkar-e Islam; Tehrik-e Taliban,1,0,0,3,42,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,1,0.0,0,1,2,1,0,1,0,0,0,0,0
266,268,268JH,Jaish al-Tahrir al-Watani al-Libi,National Liberation Army,anti-Qadaffi rebels,2011,2012,1,1.0,1,REPLACE QADAFFI'S REGIME WITH ISLAMO-NATIONALIST STATE,QADAFFI'S LIBYA,10,1,0,1,4,1,0,"MUSTAFA ABDUL JALIL, UMAR AL-HARIRI, JALAL AL-DIGHEILI",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Libyans,1.0,17000.0,17000.0,1,1,LIBYA,Qadaffi's Libya,0,0,1,600,4000,6.666667,0.0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,9957.0,1.0,0,0,0.0,0,1,1,0.0,0,0,2,1,0,0,1,0,0,0,0
267,269,269JI,Jema'ah Ashorut Tauhid,Group of the Partisans of Monotheism,JAT,2008,0,0,6.0,6,ESTABLISH SHARI'A LAW IN INDONESIA,"INDONESIA, THE WEST",2,0,0,0,0,1,0,ABU BAKR BASHIR,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Islamist Indonesians,1.0,1000.0,2000.0,0,0,INDONESIA,Indonesia; the West,1,0,0,2,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,18.0,18,1,1.0,0.0,,2946.0,0.0,0,1,1.0,1,0,1,0.0,0,0,2,1,1,0,1,0,0,0,0
268,270,270JJ,Jaish al-Ta'ifa al-Mansoura (JTM),Army of the Victorious Sect,JTM,2003,2006,1,3.0,3,ESTABLISH ISLAMIST STATE IN IRAQ,"IRAQI-SHI'A, U.S., THE WEST",0,0,0,0,0,1,0,"SHEIK ABU UMAR AL-ANSARI, AL-HAJJ UTHMAN AL-IRAQI",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Mujahedin,1.0,10.0,10.0,0,0,IRAQ,Iraqi-Shi'a; U.S.; the West,1,0,0,5,4,0.8,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,16.0,20,1,1.0,0.0,,44695.0,0.0,0,0,0.0,1,1,1,0.0,0,0,0,0,1,0,1,0,0,0,1
269,271,271JK,Turkestan Islamic Party/East Turkestan Islamic Movement (ETIM),Turkestan Islamic Party/East Turkestan Islamic Movement (ETIM),ETIM,1997,0,0,17.0,17,ESTABLISH INDEPENDENT EAST TURKESTAN,"CHINA, CENTRAL ASIAN STATES",6,0,0,0,0,1,0,"HASAN MAHSUM, MEMETIMING MEMETI (AKA ABDUL HAQ AL TURKISTANI), ABDUL SHAKOOR AL-TURKISTANI, ABDALLAH MANSOUR, ABUDUKADIR YAPUQUAN",1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,Islamist Uyghurs,1.0,100.0,1000.0,1,1,"PAKISTAN, CHINA, CENTRAL ASIA",China; Central Asian states,1,0,0,7,11,1.571429,0.0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,3.0,3,0,0.0,1.0,,4428.0,0.0,0,1,1.0,1,0,1,1.0,1,0,2,1,0,0,1,0,0,0,1
270,272,272JL,Jaish Rijal al-Tariqa al-Naqshbandia (JRTN)/Free Iraq Uprising Movement (FIUM)/Supreme Command for Jihad and Liberation (SCJL),Jaish Rijal al-Tariqa al-Naqshbandia (JRTN)/Free Iraq Uprising Movement (FIUM)/Supreme Command for Jihad and Liberation (SCJL),Naqshbandia,2006,0,0,8.0,8,ESTABLISH ISLAMO-NATIONALIST STATE IN IRAQ,"U.S., IRAQ",10,1,0,1,12,0,1,IZZAT IBRAHIM AL-DOURI,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Naqshbandia,1.0,1000.0,5000.0,0,0,IRAQ,U.S.; Iraq,0,0,1,2,0,0.0,0.0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,47153.0,0.0,0,1,0.0,0,1,1,0.0,0,1,0,0,1,0,1,0,0,0,1
271,273,273JM,Mujahedin fil-'Iraq,Holy Warriors in Iraq,Mujahedin Corps in Iraq,2004,2009,1,5.0,5,ESTABLISH ISLAMIST STATE IN IRAQ,U.S.,0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,0,Mujahedin,1.0,10.0,10.0,0,0,IRAQ ,U.S.,1,0,0,2,2,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,47015.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,1
272,274,274JN,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),Front for the Liberation of the Enclave of Cabinda-Renewable,,1990,2002,1,12.0,12,ESTABLISH INDEPENDENT CABINDA STATE,"ANGOLA/MPLA, PORTUGAL",0,0,0,0,0,1,0,"JOSE TIBURCIO ZINGA LUEMBA, ANTÓNIO BENTO BEMBE",0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Cabindans,1.0,200.0,250.0,0,0,ANGOLA,Angola/MPLA; Portugal,1,0,0,2,21,10.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.0,7,0,0.0,1.0,,840.0,0.0,0,0,0.0,1,1,1,0.0,0,1,0,0,1,1,0,0,0,0,1
273,275,275JO,Frente Unido Andres Castro (FUAC),Andres Castro United Front ,FUAC,1995,1999,1,4.0,4,INSTITUTE COMMUNISM IN NICARAGUA; RECEIVE BENEFITS FROM THE GOVERNMENT,NON-COMMUNIST NICARAGUANS,0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Nicaraguans,1.0,400.0,400.0,0,0,NICARAGUA,non-communist Nicaraguans,1,0,0,2,3,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,1,0.0,0,1,0,0,1,0,0,0,1,0,0
