,revmodid,revmodcode,organization,english_translation,popular_alternative_name_or_acronym_most_recent,born,died,dead,age,duration,outcome_goal,adversary,achieve,partialsuccess,completesuccess,orderedsuccess,polcommand,nopolorgplus01,polorgplus,leader_s,leadershipdecapitation,killed,arrested,executed,separate,overthrow_takeover,empire,counterrev,reform,eliminate_expel,nsd,islamist,leftist,right,anarchist,identity_group_representation,excludedconstituentsatinception,size_year_one,size_peak,hegemonic,unifiedfront,area_of_operation,adversary.1,violent,nv,mixedapproach,as,ks,lethal,demonl,demonc,turnedviolent,ties,tiefights,sponsors,sponsorfights,west,latinamerica,mideastnafrica,africa,centraleurasia,southasia,seasia,eastasia,state,polity_year_one,polity_peak,dem_year_one,dem,autocracy,gdp_year_one,gdp,transition_to_democratic_party_politics,transitioned_from_organized_crime_to_resistance,transitioned_to_organized_crime,drugtrade,terrorism,foughtincivilwar,enteredpostcoldwar,lost_state_sponsorship,safe_haven,participates_in_negotiations,sas,sa,splinter_organization,ethnic,religious_sectarian,national,ideological,apocalyptic,fights_foreign_force
388,390,390NZ,al-Hirak al-Janubi,Southern Mobility Movement (SMM),al-Hirak,2007,,0,7.0,7.0,reestablish South Yemen state,Yemen,6,0,0,0,4,1,0,Aidarus al-Zoubaidi; Ali Salem al Beidh; Hassan al-Ba'aum,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,South Yemenis,1.0,200.0,200.0,1,1,Yemen,Yemen,0,0,1,11,9,0.8181818,6.0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,8.0,13,0,0.0,1.0,,1361.0,0.0,0,0,0.0,0,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0
389,391,391OA,Coordinadora Arauco-Malleco (CAM),Arauco Malleco Coordinating Group,CAM,1998,,0,16.0,13.0,establish independent Mapuche state,Chile,4,0,0,0,0,1,0,Víctor Ancalaf; Héctor Llaitul; [committee],1.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Mapuche,1.0,80.0,80.0,1,1,Chile,Chile,0,0,1,2,0,0.0,0.0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,18.0,20,1,1.0,0.0,,14394.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0
390,392,392OB,Justice and Equality Movement (JEM),,JEM,2000,,0,14.0,8.0,overthrow regime,Sudan,4,0,0,0,2,1,0,Khalil Ibrahim; Gibril Ibrahim,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Anti-Regime Sudanese,1.0,5000.0,35000.0,0,0,Sudan,Sudan,0,0,1,12,251,20.91667,0.0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,3.0,8,0,0.0,1.0,,1488.0,0.0,0,0,0.0,1,1,1,0.0,1,1,0,0,1,0,0,0,1,0,0
391,393,393OC,Convention of Patriots for Justice and Peace (CPJP),,CPJP,2008,2014.0,1,6.0,6.0,gain control of diamond mines,CAR; UFDR,12,1,0,1,8,1,0,Abdoulaye Hissène,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,Anti-Regime Central Africans,1.0,7000.0,7000.0,1,0,Central African Republic,CAR; UFDR,0,0,1,2,36,18.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,9,0,0.0,1.0,,457.0,0.0,0,0,0.0,0,0,1,0.0,0,1,0,0,0,0,0,0,1,0,0
392,394,394OD,Óghlaigh na hÉireann (ÓnH) [New],Irish Republican Army [New],,2006,2012.0,1,6.0,6.0,unify Northern Ireland with Ireland,UK,0,0,0,0,0,1,0,[Army Council],0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Irish Catholics,1.0,50.0,100.0,0,0,N. Ireland,UK,1,0,0,11,1,0.0909091,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,46330.0,0.0,1,0,0.0,1,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0
393,395,395OE,Revolutionary Perspective,,,1997,2012.0,1,15.0,15.0,establish communist state,France; Israel; Switzerland; the West,0,0,0,0,0,1,0,[leaderless],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communists,1.0,10.0,10.0,0,0,Switzerland,France; Israel; Switzerland; the West,1,0,0,5,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,19.0,20,1,1.0,0.0,,83383.0,0.0,0,0,1.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1
394,396,396OF,Jamaat Ansarullah,,,2010,2013.0,1,3.0,3.0,establish Islamist state in Tajikistan,Tajikistan,0,0,0,0,0,1,0,Amridden Tabarov,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Tajikis,1.0,15.0,15.0,1,0,Tajikistan,Tajikistan,1,0,0,3,4,1.333333,0.0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,7.0,7,0,0.0,1.0,,935.0,0.0,0,0,0.0,0,0,1,0.0,0,0,1,1,0,0,1,0,0,0,0
395,397,397OG,Proletarian Action Group (PAG),,,1973,1985.0,1,12.0,12.0,establish communist state,Chile; U.S.,0,0,0,0,0,1,0,[leaderless],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communists,1.0,10.0,10.0,0,0,Chile; Europe,Chile; U.S.,1,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.0,4,1,0.0,1.0,,2877.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
396,398,398OH,American Indian Movement (AIM),,AIM,1968,,0,46.0,2.2,gain control over more land and economic and cultural independence,U.S.,4,0,0,0,4,1,0,Russell Means; Dennis Banks; Clyde Bellecourt,1.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,American Indians,0.0,1200.0,1000.0,1,0,U.S.,U.S.,0,0,1,6,2,0.3333333,3.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,48112.0,0.0,0,0,0.0,0,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0
397,399,399OI,Zintan Milita (ZM),,,2011,,0,3.0,3.0,replace regime,Qaddafi forces; Misurata militia; Mashasha tribe,12,1,0,1,10,0,1,Muhammad Ali Madani; Salah Madani; Usama al-Juwaili; Kalifa Shahub,1.0,1.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,0,Libyan Zintan tribe,1.0,10000.0,10000.0,0,0,Libya,Qaddafi forces; Misurata militia; Mashasha tribe,1,0,0,40,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,9957.0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0
398,400,400OJ,Jenneh,Heaven,Dzhennet,2001,2002.0,1,1.0,1.0,establish Islamist state,Russia,0,0,0,0,0,1,0,Rasul Makasharipov; Shamil Basayev,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,Islamist Chechens,1.0,15.0,15.0,0,0,Russia,Russia,1,0,0,20,18,0.9,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16.0,16,1,1.0,1.0,,2375.0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,1,0,0,1,0
399,401,401OK,African Marine Commando/Bakassi Freedom Fighters (BFF),,,2008,2013.0,1,5.0,5.0,establish independent Bakassi state,Cameroon; Nigeria,0,0,0,0,0,1,0,Ebi Dari; Gen. Franklyn Duduku; Dan Don Atekpi,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Bakassi,1.0,40.0,40.0,1,1,Cameroon; Nigeria,Cameroon; Nigeria,1,0,0,5,7,1.4,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6.0,5,0,0.0,1.0,,1265.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1
400,402,402OL,Fuerzas Insurgentes Revolucionarias Armadas de Ecuador,Revolutionary Insurgent Armed Forces of Ecuador,FAIRE,2011,2012.0,1,1.0,1.0,overthrow Ecuadoran regime,Ecuador,0,0,0,0,0,1,0,[no identifiable leader],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Leftist Ecuadorans,1.0,60.0,60.0,0,0,Ecuador,Ecuador,1,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15.0,15,0,0.0,1.0,,4496.0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
401,403,403OM,Front de Libération de la Bretagne (FLB)/Talbenn Dieubiñ Breizh/Group Yann Kel Kernaleguen,Breton Liberation Front ,FLB,1963,2000.0,1,37.0,37.0,establish independent Breton state,France,0,0,0,0,2,1,0,Yann Goulet; Yann Fouere; Yann Puillandre,1.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Bretons,0.0,20.0,20.0,0,0,France,France,1,0,0,45,5,0.1111,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15.0,19,0,1.0,0.0,,26397.0,0.0,0,1,0.0,1,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0
402,404,404ON,South-West Africa People's Organization (SWAPO)/People's Liberation Army of Namibia,,SWAPO,1960,,0,54.0,30.0,establish Namibian state,South Africa (till 1990),20,1,1,2,18,0,1,Sam Nujoma; Hifikepunye Pohamba; Hage Geingob,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Namibians,1.0,10000.0,10000.0,1,0,Namibia; South Africa; Angola; Zambia; Botswana,South Africa (till 1990); UNITA,0,0,1,213,296,1.389671,0.0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,14.0,14,0,0.0,1.0,,3622.0,1.0,0,0,0.0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0
403,405,405OO,Ethniki Organosis Kyprion Agoniston (EOKA) III,National Organization of Cypriot Fighters III,EOKA III,1974,1999.0,1,25.0,25.0,unify Cyprus with Greece,Turkish Cypriots,0,0,0,0,0,1,0,[no identifiable leader],0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Greek Cypriots,0.0,50.0,50.0,1,0,Cyprus,Turkish Cypriots,1,0,0,6,3,0.5,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0
404,406,406OP,Harakat ul-Mujahedin al-Alami,Global Holy Warriors Movement,,2002,2012.0,1,10.0,10.0,reestablish the Islamic Caliphate,Pakistan; U.S.,0,0,0,0,0,1,0,Muhammad Imran; Muhammad Hanif,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Mujahedin,1.0,70.0,70.0,0,0,Pakistan,Pakistan; U.S.,1,0,0,8,26,3.25,0.0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,20.0,20,1,1.0,0.0,,49965.0,0.0,0,0,0.0,0,0,1,0.0,0,0,1,1,1,0,1,0,0,1,1
405,407,407OQ,Movimiento por la Autodeterminación e Independencia del Archipiélago Canario (MPAIAC)/Fuerzas Armadas Guanches,Movement for Self-Determination and Independence for the Canary Islands Archipelago,,1964,1985.0,1,21.0,18.0,establish independent Canary Islands state,Spain,12,1,0,1,12,0,1,Antonio Cubillo,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Canarians,1.0,100.0,100.0,1,0,Algeria,Spain,0,0,1,34,583,17.14706,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.0,20,0,1.0,0.0,,6037.0,0.0,0,0,0.0,1,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0
406,408,408OR,Indian National Congress,,,1885,,0,129.0,60.0,establish independent Indian state,UK,14,1,0,1,16,0,1,A.O. Hume; Dadabhai Naoroji; Dinshaw Edulji Wacha; Jawaharlal Nehru,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Indians,1.0,200000.0,200000.0,1,0,India,UK,0,1,0,0,0,0.0,23.0,17,10,0,0,0,0,0,0,0,0,0,1,0,0,1,20.0,20,1,1.0,0.0,,6604.0,1.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0
407,409,409OS,Azione Rivoluzionaria (AR),Revolutionary Action ,AR,1977,1980.0,1,3.0,3.0,establish libertarian system,Italy; communists,0,0,0,0,0,1,0,Gianfranco Faina,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,Libertarian Italians,0.0,10.0,10.0,0,0,Italy,Italy,1,0,0,7,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,20,1,1.0,0.0,,8464.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0
408,410,410OT,Movement for the Restoration of Democracy (MRD),,MRD,1983,1983.0,1,0.9,0.9,replace ul-Haq regime with democratic government ,Pakistan,0,0,0,0,16,1,0,Benazir Bhutto; Jam Saqi; Rasul Bux Palejo; Sindhi Awami Tehrik; Pir Makhdum Muhammad Zaman; Ghulam Mustafa Jatoi,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Anti-ul-Haq Pakistanis,1.0,50000.0,50000.0,1,1,Pakistan,Pakistan,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0,3,0,0.0,1.0,,324.0,1.0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
409,411,411OU,Men-In-Black/Lawyers' Movement,,,2007,2009.0,1,2.0,2.0,oust Musharraf from power; restore dismissed judges,Pakistan,20,1,1,2,16,0,1,Aitzaz Ahsan; Athar Minallah,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,Anti-Musharraf Pakistanis/Pro-Judiciary Pakistanis,1.0,300.0,500000.0,0,0,Pakistan,Pakistan,0,0,1,5,10,2.0,8.0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,5.0,5,0,0.0,1.0,,905.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
410,412,412OV,anti-Ershad movement,,,1987,1990.0,1,3.0,3.0,overthrow Ershad regime,Bangladesh,8,0,0,0,4,1,0,Hasina Wajed; Khaleda Zia,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Anti-Ershad Bangladeshis,1.0,100000.0,100000.0,1,0,Bangladesh,Bangladesh,0,1,0,0,0,0.0,17.0,10,5,0,0,0,0,0,0,0,0,0,1,0,0,1,5.0,5,0,0.0,1.0,,284.0,0.0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
411,413,413OW,Islamic Revolution,,,1977,1979.0,1,2.0,2.0,overthrow the Shah,Iran,20,1,1,2,18,0,1,Ayatollah Khomenei,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Anti-Shah Iranians,1.0,10000.0,2000000.0,1,1,Iran,Iran,0,0,1,100,500,5.0,12.0,9,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,1.0,,2100.0,0.0,0,0,0.0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0
412,414,414OX,anti-Khamenei student movement [bloc: ACC Student Supporters; Tabriz University student movement],,,1999,1999.0,1,0.1,0.1,establish democracy in Iran,Iran,0,0,0,0,4,1,0,[leaderless],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Iranians,1.0,20000.0,20000.0,0,0,Iran,Iran,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13.0,13,0,0.0,1.0,,1689.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
413,415,415OY,Green Movement,,,2009,2009.0,1,0.1,0.1,replace Islamic regime with democratic government,Iran,0,0,0,0,4,1,0,Mir-Hossein Mousavi; Mehdi Karroubi,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Iranians,1.0,500000.0,500000.0,1,0,Iran,Iran,0,1,0,0,0,0.0,10.0,8,6,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,4,0,0.0,1.0,,4978.0,1.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
414,416,416OZ,Association for the Protection and Defense of Women's Rights in Saudi Arabia,,,2007,2008.0,1,1.0,1.0,institute policy reforms regarding women,Saudi Arabia,0,0,0,0,4,1,0,Wajeha al-Huwaider; Fawzia al-Uyyouni,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,Feminist Saudis,1.0,1100.0,1100.0,1,0,Saudi Arabia,Saudi Arabia,0,1,0,0,0,0.0,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,1.0,,19714.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
415,417,417PA,Loyalist Volunteer Forces (LVF),,LVF,1996,2005.0,1,9.0,9.0,prevent republican succession,PIRA; RIRA,16,1,1,2,4,1,0,"Billy ""King Rat"" Wright; Mark ""Swinger"" Fulton; Gary Fulton; Robin King",1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,Irish Protestants,0.0,20.0,300.0,0,0,Ireland; UK,PIRA; RIRA,1,0,0,26,10,0.3846154,0.0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,1,0.0,1,1,1,0.0,0,1,0,0,1,0,1,0,0,0,0
416,418,418PB,Lotus Revolution [bloc: al-Ikhwan al-Muslimin; pro-democracy supporters],,,2011,2011.0,1,0.1,0.1,overthrow Mubarak regime,Egypt,20,1,1,2,16,0,1,Muhammad Morsi; Wael Ghonim,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Anti-Mubarak Egyptians,1.0,2000000.0,2000000.0,1,1,Egypt,Egypt,0,0,1,100,200,2.0,15.0,12,7,1,0,1,0,0,0,1,0,0,0,0,0,1,7.0,7,0,0.0,1.0,,2973.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
417,419,419PC,anti-Nimeiry movement [bloc: professionals; students; Communist Party; Trade Union Assembly for National Salvation; SPLA],,,1985,1985.0,1,0.1,0.1,overthrow Nimiery regime,Sudan,18,1,1,2,16,0,1,Muhammad Ibrahim Nugud,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Anti-Nimiery Sudanese,1.0,5000.0,5000.0,0,0,Sudan,Sudan,0,0,1,0,0,0.0,5.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,553.0,0.0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
418,420,420PD,February 20 Movement for Change,,,2011,2012.0,1,1.0,1.0,institute democratic and economic reforms,Morocco,0,0,0,0,4,1,0,[committee],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Moroccans,1.0,60000.0,60000.0,1,1,Morocco,Morocco,0,0,1,0,0,0.0,7.0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,6,0,0.0,1.0,,2952.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
419,421,421PE,Hizb ul-Tahrir al-Islami (HTI) [al-Quds],,HTI,1953,,0,61.0,61.0,reinstitute the Islamic Caliphate; eliminate Israel,Israel; secular Islamic states,4,0,0,0,2,1,0,Taqiuddin al-Nabhani; Abdul Qadim Zallum; Ata Abu Rashta,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Islamist Palestinians,1.0,1000.0,1000000.0,1,0,Middle East; Central Asia; Europe,Israel; secular Islamic states,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,20246.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,1,0,0,1,0
420,422,422PF,Druze protest movement,,,1981,1982.0,1,1.5,1.5,reverse Israel's annexation of the Golan,Israel,0,0,0,0,0,1,0,[religious establishment],0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,Druze,0.0,50000.0,50000.0,0,0,Israel,Israel,0,1,0,0,0,0.0,3.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19.0,19,1,1.0,0.0,,5864.0,0.0,0,0,0.0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
421,423,423PG,Intifada/al-Qaeda al-Wataniyya al-Muwahhada li-Intifada,Uprising/Unified National Leadership of the Uprising (UNLU),Intifada,1987,1993.0,1,6.0,6.0,establish Palestinian state,Israel,10,1,0,1,14,0,1,Mubarak Awad; Feisel Husseini; Taysir Arouri; Yasser Arafat,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Palestinians,1.0,10000.0,150000.0,1,1,Israel,Israel,0,0,1,323,165,0.5108359,5.0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,19.0,19,1,1.0,0.0,,12838.0,0.0,1,0,0.0,0,0,1,,0,0,0,0,1,0,0,1,0,0,0
422,424,424PH,Orange Resistance to Disengagement,,,2004,2005.0,1,1.0,1.0,prevent Israeli withdrawal from Gaza,Israel/Palestinian Authority,0,0,0,0,4,1,0,Benzi Lieberman,1.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,Settler Israelis,1.0,100000.0,300000.0,1,0,Israel; Gaza,Israel/Palestinian Authority,0,1,0,0,0,0.0,4.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,20246.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,1,0,0,0,0
423,425,425PI,Social Justice Movement/Cottage Cheese Revolution,,,2011,2012.0,1,1.0,1.0,reinstitute socialism in Israel,Capitalist system,0,0,0,0,4,1,0,Daphne Leef,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,Socialist Israelis,0.0,350000.0,350000.0,0,0,Israel,Capitalist system,0,0,1,0,0,0.0,3.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,31573.0,1.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
424,426,426PJ,Cedar Revolution [bloc: March 14th Alliance; Progressive Socialist Party],,,2005,2005.0,1,0.2,0.2,end Syria's occupation of Lebanon,Syria,12,1,0,1,14,0,1,Sa'ad Hariri; Amin Gemayel; Samir Geagea; Michel Aoun; Carlos Eddé; Nassib Lahoud; Dory Chamoun,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,Pro-Democracy Lebanese,1.0,750000.0,750000.0,1,1,Lebanon,Syria,0,1,0,0,0,0.0,9.0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,1589.0,1.0,0,0,0.0,0,1,1,,0,0,0,0,0,0,0,0,1,0,0
425,427,427PK,Free Öcalan Movement,,,2012,2012.0,1,0.2,0.2,gain the release of Öcalan,Turkey,0,0,0,0,2,1,0,Murat Karayilan,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,Kurds,1.0,1000.0,1000.0,0,0,Turkey,Turkey,0,1,0,0,0,0.0,4.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,17.0,17,1,1.0,0.0,,10653.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0
426,428,428PL,anti-Karamanlis movement/Centre Union,,,1963,1963.0,1,0.5,0.5,oust Karamanlis from power,Greece,20,1,1,2,16,0,1,Georgios Papandreou,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Anti-Karamanlis Greeks,0.0,500000.0,500000.0,1,0,Greece,Greece,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.0,14,0,0.0,1.0,,3841.0,0.0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
427,429,429PM,anti-Regime of the Colonels movement [bloc: students; Panhellenic Liberation Movement (PAK); Democratic Defense; Socialist Democratic Union; Kommounistikó Kómma Elládas (KKE)]/Nea Demokratia (precursor),New Democracy (precursor),,1968,1974.0,1,6.0,6.0,replace junta with democratic state,Greece,20,1,1,2,12,0,1,Alexandros Panagoulis; Andreas Papandreou; Karolos Papoulias; Konstantinos Karamanlis,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Greeks,1.0,500.0,2500.0,1,1,Greece,Greece,0,0,1,1,0,0.0,5.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,7350.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
428,430,430PN,Anti-Austerity Movement,,,2011,2011.0,1,0.5,0.5,prevent the enactment of austerity measures,Greece,0,0,0,0,2,1,0,Alexis Tsipras,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,Anti-Austerity Greeks,0.0,200000.0,200000.0,0,0,Greece,Greece,0,1,0,0,0,0.0,7.0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,26072.0,1.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
429,431,431PO,al-Qaeda,The Base,AQ,1988,,0,26.0,26.0,reestablish the Islamic Caliphate,U.S./the West; Saudi Arabia; Karzai govt,4,0,0,0,2,1,0,Usama Bin Laden; Ayman al-Zawahiri,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Mujahedin,1.0,50.0,1000.0,1,0,global,U.S./the West; Saudi Arabia; Karzai govt,1,0,0,175,3351,19.14857,0.0,0,0,48,1,2,1,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,48112.0,0.0,0,1,1.0,1,0,1,1.0,2,0,60,1,0,0,1,0,0,1,1
430,432,432PP,Militant Autonomen Front (MAF),Militant Autonomist Front,MAF,1982,1982.0,1,0.6,0.6,eliminate property in the Netherlands,Netherlands,0,0,0,0,0,1,0,[no identifiable leader],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Pro-Squatter Dutch,1.0,10.0,10.0,0,0,Netherlands,Netherlands,1,0,0,3,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,20,1,1.0,0.0,,10976.0,0.0,0,0,0.0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0
431,433,433PQ,Danmarks Frihedsråd [umbrella: Free Denmark; communists; the Ring; Danish Unity Party],Danish Freedom Council,,1943,1945.0,1,2.0,2.0,expel Nazis from Denmark,Germany,12,1,0,1,0,1,0,Mogens Fog; Arne Sørensen; Frode Jakobsen; Erling Foss; Aage Schock; Børge Houmann,1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Anti-Nazi Danish,1.0,100000.0,100000.0,1,0,Denmark,Germany,0,0,1,20,0,0.0,11.0,8,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,5543.0,,0,0,0.0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0
